asset_nbr,asset_stats,install_dt,modlty_full,custmr_catgry_full,custmr_typ_full,srv_regn_full,divsn_full,warrnty_start_dt,warrnty_end_dt,contract_flag,warrnty_end_mnth,warrnty_flg,inputrowindex
ASSET153,Installed,2016-06-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-24,2017-07-04,N,201707,Y,154
ASSET154,Shipped,2017-06-01,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-06-01,2017-06-13,N,201706,Y,155
ASSET155,Shipped,2016-05-20,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-05-20,2017-05-25,N,201705,Y,156
ASSET156,Shipped,2017-02-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-02-16,2018-02-21,N,201802,N,157
ASSET157,Installed,2016-09-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-22,2017-09-27,Y,201709,Y,158
ASSET158,Installed,2016-11-16,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-16,2017-11-21,Y,201711,Y,159
ASSET159,Installed,2017-03-16,MODLTY6,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-03-16,2018-03-15,N,201803,N,160
ASSET160,Installed,2017-01-05,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-01-05,2018-01-10,Y,201801,N,161
ASSET161,Installed,2016-11-01,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-21,2017-10-01,N,201710,Y,162
ASSET162,Installed,2016-12-30,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-30,2018-01-04,N,201801,N,163
ASSET163,Installed,2016-07-06,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-07-06,2017-07-11,Y,201707,Y,164
ASSET164,Shipped,2016-12-14,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-12-14,2017-12-19,N,201712,Y,165
ASSET165,Installed,2016-10-12,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-10-12,2017-10-17,N,201710,Y,166
ASSET166,Installed,2016-07-06,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-07-06,2017-07-11,Y,201707,Y,167
ASSET167,Shipped,2017-03-03,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-03-03,2018-03-08,N,201803,N,168
ASSET168,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-08-16,2017-08-21,N,201708,Y,169
ASSET169,Installed,2016-12-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-29,2018-01-03,N,201801,N,170
ASSET170,Available,2017-03-03,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-03,2018-03-08,N,201803,N,171
ASSET171,Shipped,2017-09-28,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-09-28,2017-10-10,N,201710,Y,172
ASSET172,Installed,2016-05-11,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-11,2017-05-21,N,201705,Y,173
ASSET173,Installed,2017-02-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-02-08,2018-02-13,Y,201802,N,174
ASSET174,Installed,2016-11-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-11-30,2017-12-05,Y,201712,Y,175
ASSET175,Installed,2016-12-29,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-12-29,2018-01-03,N,201801,N,176
ASSET176,Installed,2017-03-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-03-03,2018-03-13,N,201803,N,177
ASSET177,Installed,2016-12-30,MODLTY0,,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-12-30,2018-01-04,N,201801,N,178
ASSET178,Installed,2017-07-11,MODLTY5,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-07-11,2017-07-23,Y,201707,Y,179
ASSET179,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-30,2018-01-04,Y,201801,N,180
ASSET180,Available,2017-02-23,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-02-23,2018-02-28,N,201802,N,181
ASSET181,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-07-11,2017-07-21,N,201707,Y,182
ASSET182,Installed,2016-03-30,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-03-30,2017-04-04,Y,201704,Y,183
ASSET183,Installed,2017-01-10,MODLTY4,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-01-10,2018-01-15,N,201801,N,184
ASSET184,Installed,2016-12-17,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-12-17,2017-12-22,N,201712,Y,185
ASSET185,Installed,2016-07-08,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-07-08,2017-07-13,N,201707,Y,186
ASSET186,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,187
ASSET187,Installed,2016-08-23,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-23,2017-08-28,Y,201708,Y,188
ASSET188,Shipped,2017-02-14,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-02-14,2018-02-19,N,201802,N,189
ASSET189,Available,2017-03-10,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-10,2018-03-15,N,201803,N,190
ASSET190,Installed,2016-09-30,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-09-30,2017-10-05,Y,201710,Y,191
ASSET191,Installed,2016-06-16,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-05-23,2017-06-02,N,201706,Y,192
ASSET192,Installed,2017-02-06,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-02-06,2018-02-11,N,201802,N,193
ASSET193,Installed,2017-03-06,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-03-06,2018-03-11,N,201803,N,194
ASSET194,Installed,2014-05-23,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2017-05-23,2017-08-27,Y,201708,Y,195
ASSET195,Installed,2016-11-22,MODLTY1,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-11-22,2017-11-27,N,201711,Y,196
ASSET196,Shipped,2016-06-24,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-06-24,2017-07-04,N,201707,Y,197
ASSET197,Shipped,2017-03-08,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-08,2018-03-13,N,201803,N,198
ASSET198,Installed,2016-07-20,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-07-20,2017-06-27,Y,201706,Y,199
ASSET199,Installed,2017-04-10,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-29,2017-10-09,N,201710,Y,200
ASSET200,Installed,2016-09-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-29,2017-10-09,N,201710,Y,201
ASSET201,Installed,2016-04-22,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-04-22,2017-04-27,N,201704,Y,202
ASSET202,Shipped,2017-01-19,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-01-19,2018-01-24,N,201801,N,203
ASSET203,Installed,2016-05-02,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-02,2017-05-07,N,201705,Y,204
ASSET204,Installed,2017-04-25,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-04-25,2017-05-07,Y,201705,Y,205
ASSET205,Installed,2017-02-01,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-01,2018-02-06,Y,201802,N,206
ASSET206,Shipped,2017-11-30,MODLTY4,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2017-11-30,2017-11-30,N,201711,Y,207
ASSET207,Installed,2016-03-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-03-30,2017-04-04,N,201704,Y,208
ASSET208,Installed,2013-04-15,MODLTY4,CUSTMR_CATGRY15,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2013-04-20,2017-04-19,N,201704,Y,209
ASSET209,Available,2016-07-22,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-07-22,2017-07-27,N,201707,Y,210
ASSET210,Shipped,2016-12-27,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-12-27,2018-01-01,N,201801,N,211
ASSET211,Installed,2017-02-24,MODLTY9,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-02-24,2018-03-01,Y,201803,N,212
ASSET212,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-03-31,2017-04-05,N,201704,Y,213
ASSET213,Installed,2016-12-15,MODLTY0,,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-15,2017-12-20,Y,201712,Y,214
ASSET214,Shipped,2017-10-23,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2017-10-23,2018-01-27,N,201801,N,215
ASSET215,Installed,2017-03-21,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2017-03-21,2018-03-26,N,201803,N,216
ASSET216,Shipped,2017-02-20,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-02-20,2018-02-25,N,201802,N,217
ASSET217,Installed,2017-01-17,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-01-17,2018-01-22,Y,201801,N,218
ASSET218,Installed,2016-09-21,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-09-21,2017-10-01,N,201710,Y,219
ASSET219,Installed,2016-05-20,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-20,2017-05-25,Y,201705,Y,220
ASSET220,Installed,2016-11-16,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-16,2017-11-21,Y,201711,Y,221
ASSET221,Installed,2016-06-20,MODLTY4,,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-06-20,2017-06-25,Y,201706,Y,222
ASSET222,Shipped,2016-10-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-10-24,2017-10-29,N,201710,Y,223
ASSET223,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-30,2018-01-04,Y,201801,N,224
ASSET224,Installed,2016-07-06,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-07-06,2017-07-11,Y,201707,Y,225
ASSET225,Installed,2016-12-29,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-29,2018-01-03,N,201801,N,226
ASSET226,Installed,2017-01-18,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-01-18,2018-01-23,N,201801,N,227
ASSET227,Shipped,2016-12-15,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-15,2017-12-20,N,201712,Y,228
ASSET228,Installed,2016-11-11,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-11,2017-11-16,N,201711,Y,229
ASSET229,Installed,2016-12-27,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-27,2018-01-01,N,201801,N,230
ASSET230,Available,2017-03-03,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-03,2018-03-08,N,201803,N,231
ASSET231,Installed,2016-09-06,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-09-06,2017-09-11,Y,201709,Y,232
ASSET232,Shipped,2017-06-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-11-11,2017-11-16,N,201711,Y,233
ASSET233,Installed,2016-08-23,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-23,2017-08-28,Y,201708,Y,234
ASSET234,Installed,2016-05-15,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-15,2017-05-20,N,201705,Y,235
ASSET235,Shipped,2016-11-02,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-11-02,2017-11-07,N,201711,Y,236
ASSET236,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-25,2018-01-30,N,201801,N,237
ASSET237,Installed,2016-11-09,MODLTY2,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-11-09,2017-11-14,N,201711,Y,238
ASSET238,Shipped,2016-10-14,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-10-14,2017-10-24,N,201710,Y,239
ASSET239,Shipped,2016-11-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-11-30,2017-12-10,N,201712,Y,240
ASSET240,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,241
ASSET241,Shipped,2016-12-13,MODLTY6,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-12-13,2017-12-18,N,201712,Y,242
ASSET242,Installed,2016-06-30,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-30,2017-07-05,Y,201707,Y,243
ASSET243,Shipped,2017-06-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-09-23,2017-09-28,N,201709,Y,244
ASSET244,Installed,2017-02-01,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-01,2018-02-06,Y,201802,N,245
ASSET245,Installed,2016-11-16,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-16,2017-11-21,Y,201711,Y,246
ASSET246,Shipped,2016-10-24,MODLTY0,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN12,DIVSN3,2016-10-24,2017-10-29,N,201710,Y,247
ASSET247,Installed,2016-05-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-16,2017-05-21,N,201705,Y,248
ASSET248,Installed,2016-11-28,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-10-27,2017-11-06,N,201711,Y,249
ASSET249,Available,2016-11-23,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-11-23,2017-11-28,N,201711,Y,250
ASSET250,Installed,2016-07-26,MODLTY5,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2016-07-26,2017-07-31,Y,201707,Y,251
ASSET251,Shipped,2017-10-06,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-10-06,2018-01-10,N,201801,N,252
ASSET252,Installed,2016-05-15,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-15,2017-05-20,N,201705,Y,253
ASSET253,Installed,2017-01-05,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-01-05,2018-01-10,N,201801,N,254
ASSET254,Installed,2016-11-10,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-11-10,2017-11-15,N,201711,Y,255
ASSET255,Installed,2016-07-15,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-03-29,2017-04-20,N,201704,Y,256
ASSET256,Installed,2017-02-21,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-21,2018-02-26,N,201802,N,257
ASSET257,Installed,2016-09-16,MODLTY7,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-09-16,2017-09-15,Y,201709,Y,258
ASSET258,Installed,2016-12-06,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-06,2017-12-11,N,201712,Y,259
ASSET259,Installed,2016-06-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-30,2017-07-05,Y,201707,Y,260
ASSET260,Installed,2017-03-15,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-03-15,2018-03-25,N,201803,N,261
ASSET261,Shipped,2016-12-15,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-15,2017-12-20,Y,201712,Y,262
ASSET262,Installed,2017-02-28,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-02-28,2018-03-05,Y,201803,N,263
ASSET263,Installed,2016-11-18,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-18,2017-11-28,N,201711,Y,264
ASSET264,Installed,2016-12-07,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-07,2017-12-12,Y,201712,Y,265
ASSET265,Installed,2016-12-19,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-19,2017-12-24,N,201712,Y,266
ASSET266,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-03-31,2017-04-05,Y,201704,Y,267
ASSET267,Shipped,2017-12-10,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-12-10,2017-12-22,N,201712,Y,268
ASSET268,Shipped,2017-03-07,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-07,2018-03-17,N,201803,N,269
ASSET269,Installed,2017-03-24,MODLTY4,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-03-24,2018-03-29,N,201803,N,270
ASSET270,Installed,2016-12-29,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-12-29,2018-01-03,N,201801,N,271
ASSET271,Shipped,2016-07-18,MODLTY2,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2016-07-18,2017-07-23,N,201707,Y,272
ASSET272,Installed,2014-12-31,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2014-12-31,2017-12-30,N,201712,Y,273
ASSET273,Installed,2016-06-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-24,2017-06-29,Y,201706,Y,274
ASSET274,Shipped,2017-03-14,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-14,2018-03-19,N,201803,N,275
ASSET275,Shipped,2016-04-18,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN9,DIVSN6,2016-04-18,2017-04-23,N,201704,Y,276
ASSET276,Installed,2016-06-23,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-06-23,2017-06-28,Y,201706,Y,277
ASSET277,Installed,2016-06-13,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-13,2017-06-18,Y,201706,Y,278
ASSET278,Shipped,2016-05-19,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-05-19,2017-05-24,N,201705,Y,279
ASSET279,Installed,2017-01-04,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-01-04,2018-01-09,Y,201801,N,280
ASSET280,Installed,2016-12-27,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-27,2018-01-06,N,201801,N,281
ASSET281,Available,2016-11-09,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-11-09,2017-11-14,N,201711,Y,282
ASSET282,Installed,2017-02-13,MODLTY6,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-02-13,2018-02-18,Y,201802,N,283
ASSET283,Installed,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-06-08,2017-06-13,N,201706,Y,284
ASSET284,Installed,2017-03-13,MODLTY7,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-03-13,2018-03-18,N,201803,N,285
ASSET285,Installed,2016-12-28,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-28,2018-01-02,N,201801,N,286
ASSET286,Installed,2016-11-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-11-30,2017-12-10,N,201712,Y,287
ASSET287,Available,2016-06-06,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-06-06,2017-06-11,N,201706,Y,288
ASSET288,Installed,2016-04-13,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-04-13,2017-04-18,Y,201704,Y,289
ASSET289,Installed,2013-10-11,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-04-05,2017-07-10,Y,201707,Y,290
ASSET290,Installed,2016-11-16,MODLTY1,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-16,2017-11-21,N,201711,Y,291
ASSET291,Installed,2014-06-19,MODLTY8,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN7,DIVSN3,2014-06-19,2017-06-28,N,201706,Y,292
ASSET292,Shipped,2017-02-07,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-02-07,2018-02-17,N,201802,N,293
ASSET293,Shipped,2016-04-18,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-04-18,2017-04-28,N,201704,Y,294
ASSET294,Available,2017-04-28,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-04-28,2017-05-10,N,201705,Y,295
ASSET295,Shipped,2016-06-22,MODLTY4,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2016-06-22,2017-06-27,N,201706,Y,296
ASSET296,Installed,2016-04-04,MODLTY0,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-04-04,2017-04-09,Y,201704,Y,297
ASSET297,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-03-31,2017-04-05,N,201704,Y,298
ASSET298,Installed,2017-01-09,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-01-09,2018-01-14,Y,201801,N,299
ASSET299,Installed,2008-03-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-10-25,2017-10-26,N,201710,Y,300
ASSET300,Installed,2016-06-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-06-30,2017-07-05,N,201707,Y,301
ASSET301,Available,2016-08-05,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-08-05,2017-08-10,N,201708,Y,302
ASSET302,Installed,2017-02-24,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-02-24,2018-03-01,N,201803,N,303
ASSET303,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-03-31,2017-04-05,N,201704,Y,304
ASSET304,Installed,2016-11-08,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-11-08,2017-11-13,N,201711,Y,305
ASSET305,Installed,2016-11-03,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-11-03,2017-11-08,N,201711,Y,306
ASSET306,Installed,2016-07-06,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-07-06,2017-07-11,Y,201707,Y,307
